Round Number,Date,Location,Team_1,Team_2
1,1/4/2003,Queenstown,New Zealand,India
1,1/8/2003,Wellington,New Zealand,India
1,1/8/2003,Wellington,New Zealand,India
1,1/9/2003,Sydney,Australia,Sri Lanka
1,1/9/2003,Sydney,Australia,Sri Lanka
1,1/11/2003,Auckland,New Zealand,India
1,1/11/2003,Auckland,New Zealand,India
1,1/11/2003,Hobart,Australia,England
1,1/11/2003,Hobart,Australia,England
1,1/13/2003,Sydney,England,Sri Lanka
1,1/13/2003,Sydney,England,Sri Lanka
1,1/14/2003,Hamilton,New Zealand,India
1,1/14/2003,Hamilton,New Zealand,India
1,1/15/2003,Brisbane,Australia,Sri Lanka
1,1/15/2003,Brisbane,Australia,Sri Lanka
1,1/17/2003,Adelaide,England,Sri Lanka
1,1/17/2003,Adelaide,England,Sri Lanka
1,1/19/2003,Adelaide,Australia,England
1,1/19/2003,Adelaide,Australia,England
1,1/21/2003,Melbourne,Australia,Sri Lanka
1,1/21/2003,Melbourne,Australia,Sri Lanka
1,1/23/2003,Sydney,Australia,England
1,1/23/2003,Sydney,Australia,England
1,1/25/2003,Melbourne,Australia,England
1,1/25/2003,Melbourne,Australia,England
1,2/9/2003,Cape Town,South Africa,West Indies
1,2/9/2003,Cape Town,South Africa,West Indies
1,2/10/2003,Harare,Zimbabwe,Namibia
1,2/10/2003,Harare,Zimbabwe,Namibia
1,2/10/2003,Bloemfontein,New Zealand,Sri Lanka
1,2/10/2003,Bloemfontein,New Zealand,Sri Lanka
1,2/11/2003,Durban,Bangladesh,Canada
1,2/11/2003,Johannesburg,Australia,Pakistan
1,2/11/2003,Johannesburg,Australia,Pakistan
1,2/12/2003,Potchefstroom,South Africa,Kenya
1,2/12/2003,Potchefstroom,South Africa,Kenya
1,2/12/2003,Paarl,India,Netherlands
1,2/12/2003,Paarl,India,Netherlands
1,2/13/2003,Harare,Zimbabwe,England
1,2/13/2003,Harare,Zimbabwe,England
1,2/13/2003,Port Elizabeth,New Zealand,West Indies
1,2/13/2003,Port Elizabeth,New Zealand,West Indies
1,2/14/2003,Pietermaritzburg,Bangladesh,Sri Lanka
1,2/14/2003,Pietermaritzburg,Bangladesh,Sri Lanka
1,2/15/2003,Cape Town,Canada,Kenya
1,2/15/2003,Centurion,Australia,India
1,2/15/2003,Centurion,Australia,India
1,2/16/2003,Johannesburg,South Africa,New Zealand
1,2/16/2003,Johannesburg,South Africa,New Zealand
1,2/16/2003,Kimberley,Namibia,Pakistan
1,2/16/2003,Kimberley,Namibia,Pakistan
1,2/16/2003,East London,England,Netherlands
1,2/16/2003,East London,England,Netherlands
1,2/18/2003,Benoni,Bangladesh,West Indies
1,2/18/2003,Benoni,Bangladesh,West Indies
1,2/19/2003,Harare,Zimbabwe,India
1,2/19/2003,Harare,Zimbabwe,India
1,2/19/2003,Port Elizabeth,England,Namibia
1,2/19/2003,Port Elizabeth,England,Namibia
1,2/19/2003,Paarl,Canada,Sri Lanka
1,2/20/2003,Potchefstroom,Australia,Netherlands
1,2/20/2003,Potchefstroom,Australia,Netherlands
1,2/21/2003,Nairobi (Gym),Kenya,New Zealand
1,2/21/2003,Nairobi (Gym),Kenya,New Zealand
1,2/22/2003,Bloemfontein,South Africa,Bangladesh
1,2/22/2003,Bloemfontein,South Africa,Bangladesh
1,2/22/2003,Cape Town,England,Pakistan
1,2/22/2003,Cape Town,England,Pakistan
1,2/23/2003,Pietermaritzburg,India,Namibia
1,2/23/2003,Pietermaritzburg,India,Namibia
1,2/23/2003,Centurion,Canada,West Indies
1,2/24/2003,Bulawayo,Zimbabwe,Australia
1,2/24/2003,Bulawayo,Zimbabwe,Australia
1,2/24/2003,Nairobi (Gym),Kenya,Sri Lanka
1,2/24/2003,Nairobi (Gym),Kenya,Sri Lanka
1,2/25/2003,Paarl,Netherlands,Pakistan
1,2/25/2003,Paarl,Netherlands,Pakistan
1,2/26/2003,Durban,England,India
1,2/26/2003,Durban,England,India
1,2/26/2003,Kimberley,Bangladesh,New Zealand
1,2/26/2003,Kimberley,Bangladesh,New Zealand
1,2/27/2003,East London,South Africa,Canada
1,2/27/2003,Potchefstroom,Australia,Namibia
1,2/27/2003,Potchefstroom,Australia,Namibia
1,2/28/2003,Bulawayo,Zimbabwe,Netherlands
1,2/28/2003,Bulawayo,Zimbabwe,Netherlands
1,2/28/2003,Cape Town,Sri Lanka,West Indies
1,2/28/2003,Cape Town,Sri Lanka,West Indies
1,3/1/2003,Centurion,India,Pakistan
1,3/1/2003,Centurion,India,Pakistan
1,3/1/2003,Johannesburg,Bangladesh,Kenya
1,3/1/2003,Johannesburg,Bangladesh,Kenya
1,3/2/2003,Port Elizabeth,Australia,England
1,3/2/2003,Port Elizabeth,Australia,England
1,3/3/2003,Durban,South Africa,Sri Lanka
1,3/3/2003,Durban,South Africa,Sri Lanka
1,3/3/2003,Bloemfontein,Namibia,Netherlands
1,3/3/2003,Bloemfontein,Namibia,Netherlands
1,3/3/2003,Benoni,Canada,New Zealand
1,3/4/2003,Bulawayo,Zimbabwe,Pakistan
1,3/4/2003,Bulawayo,Zimbabwe,Pakistan
1,3/4/2003,Kimberley,Kenya,West Indies
1,3/4/2003,Kimberley,Kenya,West Indies
1,3/7/2003,Cape Town,India,Kenya
1,3/7/2003,Cape Town,India,Kenya
1,3/7/2003,Centurion,Australia,Sri Lanka
1,3/7/2003,Centurion,Australia,Sri Lanka
1,3/8/2003,Bloemfontein,New Zealand,Zimbabwe
1,3/8/2003,Bloemfontein,New Zealand,Zimbabwe
1,3/10/2003,Johannesburg,India,Sri Lanka
1,3/10/2003,Johannesburg,India,Sri Lanka
1,3/11/2003,Port Elizabeth,Australia,New Zealand
1,3/11/2003,Port Elizabeth,Australia,New Zealand
1,3/12/2003,Bloemfontein,Kenya,Zimbabwe
1,3/12/2003,Bloemfontein,Kenya,Zimbabwe
1,3/14/2003,Centurion,India,New Zealand
1,3/14/2003,Centurion,India,New Zealand
1,3/15/2003,East London,Sri Lanka,Zimbabwe
1,3/15/2003,East London,Sri Lanka,Zimbabwe
1,3/15/2003,Durban,Australia,Kenya
1,3/15/2003,Durban,Australia,Kenya
1,3/18/2003,Port Elizabeth,Australia,Sri Lanka
1,3/18/2003,Port Elizabeth,Australia,Sri Lanka
1,3/20/2003,Durban,India,Kenya
1,3/20/2003,Durban,India,Kenya
1,3/23/2003,Johannesburg,Australia,India
1,3/23/2003,Johannesburg,Australia,India
1,4/3/2003,Sharjah,Pakistan,Zimbabwe
1,4/3/2003,Sharjah,Pakistan,Zimbabwe
1,4/4/2003,Sharjah,Pakistan,Sri Lanka
1,4/4/2003,Sharjah,Pakistan,Sri Lanka
1,4/5/2003,Sharjah,Kenya,Zimbabwe
1,4/5/2003,Sharjah,Kenya,Zimbabwe
1,4/6/2003,Sharjah,Kenya,Sri Lanka
1,4/6/2003,Sharjah,Kenya,Sri Lanka
1,4/7/2003,Sharjah,Sri Lanka,Zimbabwe
1,4/7/2003,Sharjah,Sri Lanka,Zimbabwe
1,4/8/2003,Sharjah,Kenya,Pakistan
1,4/8/2003,Sharjah,Kenya,Pakistan
1,4/10/2003,Sharjah,Pakistan,Zimbabwe
1,4/10/2003,Sharjah,Pakistan,Zimbabwe
1,4/11/2003,Dhaka,Bangladesh,India
1,4/11/2003,Dhaka,Bangladesh,India
1,4/13/2003,Dhaka,India,South Africa
1,4/13/2003,Dhaka,India,South Africa
1,4/14/2003,Dhaka,Bangladesh,South Africa
1,4/14/2003,Dhaka,Bangladesh,South Africa
1,4/16/2003,Dhaka,Bangladesh,India
1,4/16/2003,Dhaka,Bangladesh,India
1,4/17/2003,Dhaka,Bangladesh,South Africa
1,4/17/2003,Dhaka,Bangladesh,South Africa
1,4/18/2003,Dhaka,India,South Africa
1,4/18/2003,Dhaka,India,South Africa
1,4/20/2003,Dhaka,India,South Africa
1,4/20/2003,Dhaka,India,South Africa
1,4/21/2003,Dhaka,India,South Africa
1,4/21/2003,Dhaka,India,South Africa
1,5/10/2003,Dambulla,Sri Lanka,Pakistan
1,5/10/2003,Dambulla,Sri Lanka,Pakistan
1,5/11/2003,Dambulla,New Zealand,Pakistan
1,5/11/2003,Dambulla,New Zealand,Pakistan
1,5/13/2003,Dambulla,Sri Lanka,New Zealand
1,5/13/2003,Dambulla,Sri Lanka,New Zealand
1,5/17/2003,Kingston,West Indies,Australia
1,5/17/2003,Kingston,West Indies,Australia
1,5/18/2003,Kingston,West Indies,Australia
1,5/18/2003,Kingston,West Indies,Australia
1,5/18/2003,Dambulla,Sri Lanka,Pakistan
1,5/18/2003,Dambulla,Sri Lanka,Pakistan
1,5/19/2003,Dambulla,Sri Lanka,New Zealand
1,5/19/2003,Dambulla,Sri Lanka,New Zealand
1,5/20/2003,Dambulla,New Zealand,Pakistan
1,5/20/2003,Dambulla,New Zealand,Pakistan
1,5/21/2003,Gros Islet,West Indies,Australia
1,5/21/2003,Gros Islet,West Indies,Australia
1,5/23/2003,Dambulla,New Zealand,Pakistan
1,5/23/2003,Dambulla,New Zealand,Pakistan
1,5/24/2003,Port of Spain,West Indies,Australia
1,5/24/2003,Port of Spain,West Indies,Australia
1,5/25/2003,Port of Spain,West Indies,Australia
1,5/25/2003,Port of Spain,West Indies,Australia
1,5/30/2003,St George's,West Indies,Australia
1,5/30/2003,St George's,West Indies,Australia
1,6/1/2003,St George's,West Indies,Australia
1,6/1/2003,St George's,West Indies,Australia
1,6/7/2003,Bridgetown,West Indies,Sri Lanka
1,6/7/2003,Bridgetown,West Indies,Sri Lanka
1,6/8/2003,Bridgetown,West Indies,Sri Lanka
1,6/8/2003,Bridgetown,West Indies,Sri Lanka
1,6/11/2003,Kingstown,West Indies,Sri Lanka
1,6/11/2003,Kingstown,West Indies,Sri Lanka
1,6/17/2003,Manchester,England,Pakistan
1,6/17/2003,Manchester,England,Pakistan
1,6/20/2003,The Oval,England,Pakistan
1,6/20/2003,The Oval,England,Pakistan
1,6/22/2003,Lord's,England,Pakistan
1,6/22/2003,Lord's,England,Pakistan
1,6/26/2003,Nottingham,England,Zimbabwe
1,6/26/2003,Nottingham,England,Zimbabwe
1,6/28/2003,The Oval,England,South Africa
1,6/28/2003,The Oval,England,South Africa
1,6/29/2003,Canterbury,South Africa,Zimbabwe
1,6/29/2003,Canterbury,South Africa,Zimbabwe
1,7/1/2003,Leeds,England,Zimbabwe
1,7/1/2003,Leeds,England,Zimbabwe
1,7/3/2003,Manchester,England,South Africa
1,7/3/2003,Manchester,England,South Africa
1,7/5/2003,Cardiff,South Africa,Zimbabwe
1,7/5/2003,Cardiff,South Africa,Zimbabwe
1,7/6/2003,Bristol,England,Zimbabwe
1,7/6/2003,Bristol,England,Zimbabwe
1,7/8/2003,Birmingham,England,South Africa
1,7/8/2003,Birmingham,England,South Africa
1,7/10/2003,Southampton,South Africa,Zimbabwe
1,7/10/2003,Southampton,South Africa,Zimbabwe
1,7/12/2003,Lord's,England,South Africa
1,7/12/2003,Lord's,England,South Africa
1,8/2/2003,Cairns,Australia,Bangladesh
1,8/2/2003,Cairns,Australia,Bangladesh
1,8/3/2003,Cairns,Australia,Bangladesh
1,8/3/2003,Cairns,Australia,Bangladesh
1,8/6/2003,Darwin,Australia,Bangladesh
1,8/6/2003,Darwin,Australia,Bangladesh
1,9/9/2003,Multan,Pakistan,Bangladesh
1,9/9/2003,Multan,Pakistan,Bangladesh
1,9/12/2003,Faisalabad,Pakistan,Bangladesh
1,9/12/2003,Faisalabad,Pakistan,Bangladesh
1,9/15/2003,Lahore,Pakistan,Bangladesh
1,9/15/2003,Lahore,Pakistan,Bangladesh
1,9/18/2003,Rawalpindi,Pakistan,Bangladesh
1,9/18/2003,Rawalpindi,Pakistan,Bangladesh
1,9/21/2003,Karachi,Pakistan,Bangladesh
1,9/21/2003,Karachi,Pakistan,Bangladesh
1,10/3/2003,Lahore,Pakistan,South Africa
1,10/3/2003,Lahore,Pakistan,South Africa
1,10/5/2003,Lahore,Pakistan,South Africa
1,10/5/2003,Lahore,Pakistan,South Africa
1,10/7/2003,Faisalabad,Pakistan,South Africa
1,10/7/2003,Faisalabad,Pakistan,South Africa
1,10/10/2003,Rawalpindi,Pakistan,South Africa
1,10/10/2003,Rawalpindi,Pakistan,South Africa
1,10/12/2003,Rawalpindi,Pakistan,South Africa
1,10/12/2003,Rawalpindi,Pakistan,South Africa
1,10/23/2003,Chennai,India,New Zealand
1,10/23/2003,Chennai,India,New Zealand
1,10/26/2003,Gwalior,India,Australia
1,10/26/2003,Gwalior,India,Australia
1,10/29/2003,Faridabad,Australia,New Zealand
1,10/29/2003,Faridabad,Australia,New Zealand
1,11/1/2003,Mumbai,India,Australia
1,11/1/2003,Mumbai,India,Australia
1,11/3/2003,Pune,Australia,New Zealand
1,11/3/2003,Pune,Australia,New Zealand
1,11/6/2003,Cuttack,India,New Zealand
1,11/6/2003,Cuttack,India,New Zealand
1,11/7/2003,Chattogram,Bangladesh,England
1,11/7/2003,Chattogram,Bangladesh,England
1,11/9/2003,Guwahati,Australia,New Zealand
1,11/9/2003,Guwahati,Australia,New Zealand
1,11/10/2003,Dhaka,Bangladesh,England
1,11/10/2003,Dhaka,Bangladesh,England
1,11/12/2003,Bengaluru,India,Australia
1,11/12/2003,Bengaluru,India,Australia
1,11/12/2003,Dhaka,Bangladesh,England
1,11/12/2003,Dhaka,Bangladesh,England
1,11/15/2003,Hyderabad (Deccan),India,New Zealand
1,11/15/2003,Hyderabad (Deccan),India,New Zealand
1,11/18/2003,Dambulla,Sri Lanka,England
1,11/18/2003,Dambulla,Sri Lanka,England
1,11/18/2003,Kolkata,India,Australia
1,11/18/2003,Kolkata,India,Australia
1,11/21/2003,Colombo (RPS),Sri Lanka,England
1,11/21/2003,Colombo (RPS),Sri Lanka,England
1,11/22/2003,Bulawayo,Zimbabwe,West Indies
1,11/22/2003,Bulawayo,Zimbabwe,West Indies
1,11/23/2003,Bulawayo,Zimbabwe,West Indies
1,11/23/2003,Bulawayo,Zimbabwe,West Indies
1,11/23/2003,Colombo (RPS),Sri Lanka,England
1,11/23/2003,Colombo (RPS),Sri Lanka,England
1,11/26/2003,Harare,Zimbabwe,West Indies
1,11/26/2003,Harare,Zimbabwe,West Indies
1,11/29/2003,Harare,Zimbabwe,West Indies
1,11/29/2003,Harare,Zimbabwe,West Indies
1,11/29/2003,Lahore,Pakistan,New Zealand
1,11/29/2003,Lahore,Pakistan,New Zealand
1,11/30/2003,Harare,Zimbabwe,West Indies
1,11/30/2003,Harare,Zimbabwe,West Indies
1,12/1/2003,Lahore,Pakistan,New Zealand
1,12/1/2003,Lahore,Pakistan,New Zealand
1,12/3/2003,Faisalabad,Pakistan,New Zealand
1,12/3/2003,Faisalabad,Pakistan,New Zealand
1,12/5/2003,Rawalpindi,Pakistan,New Zealand
1,12/5/2003,Rawalpindi,Pakistan,New Zealand
1,12/7/2003,Rawalpindi,Pakistan,New Zealand
1,12/7/2003,Rawalpindi,Pakistan,New Zealand
1,1/3/2004,Auckland,New Zealand,Pakistan
1,1/3/2004,Auckland,New Zealand,Pakistan
1,1/7/2004,Queenstown,New Zealand,Pakistan
1,1/7/2004,Queenstown,New Zealand,Pakistan
1,1/9/2004,Melbourne,Australia,India
1,1/9/2004,Melbourne,Australia,India
1,1/10/2004,Christchurch,New Zealand,Pakistan
1,1/10/2004,Christchurch,New Zealand,Pakistan
1,1/11/2004,Sydney,Australia,Zimbabwe
1,1/11/2004,Sydney,Australia,Zimbabwe
1,1/14/2004,Napier,New Zealand,Pakistan
1,1/14/2004,Napier,New Zealand,Pakistan
1,1/14/2004,Hobart,India,Zimbabwe
1,1/14/2004,Hobart,India,Zimbabwe
1,1/16/2004,Hobart,Australia,Zimbabwe
1,1/16/2004,Hobart,Australia,Zimbabwe
1,1/17/2004,Wellington,New Zealand,Pakistan
1,1/17/2004,Wellington,New Zealand,Pakistan
1,1/18/2004,Brisbane,Australia,India
1,1/18/2004,Brisbane,Australia,India
1,1/20/2004,Brisbane,India,Zimbabwe
1,1/20/2004,Brisbane,India,Zimbabwe
1,1/22/2004,Sydney,Australia,India
1,1/22/2004,Sydney,Australia,India
1,1/24/2004,Adelaide,India,Zimbabwe
1,1/24/2004,Adelaide,India,Zimbabwe
1,1/25/2004,Cape Town,South Africa,West Indies
1,1/25/2004,Cape Town,South Africa,West Indies
1,1/26/2004,Adelaide,Australia,Zimbabwe
1,1/26/2004,Adelaide,Australia,Zimbabwe
1,1/28/2004,Port Elizabeth,South Africa,West Indies
1,1/28/2004,Port Elizabeth,South Africa,West Indies
1,1/29/2004,Melbourne,Australia,Zimbabwe
1,1/29/2004,Melbourne,Australia,Zimbabwe
1,1/30/2004,Durban,South Africa,West Indies
1,1/30/2004,Durban,South Africa,West Indies
1,2/1/2004,Centurion,South Africa,West Indies
1,2/1/2004,Centurion,South Africa,West Indies
1,2/1/2004,Perth,Australia,India
1,2/1/2004,Perth,Australia,India
1,2/3/2004,Perth,India,Zimbabwe
1,2/3/2004,Perth,India,Zimbabwe
1,2/4/2004,Johannesburg,South Africa,West Indies
1,2/4/2004,Johannesburg,South Africa,West Indies
1,2/6/2004,Melbourne,Australia,India
1,2/6/2004,Melbourne,Australia,India
1,2/8/2004,Sydney,Australia,India
1,2/8/2004,Sydney,Australia,India
1,2/13/2004,Auckland,New Zealand,South Africa
1,2/13/2004,Auckland,New Zealand,South Africa
1,2/17/2004,Christchurch,New Zealand,South Africa
1,2/17/2004,Christchurch,New Zealand,South Africa
1,2/20/2004,Dambulla,Sri Lanka,Australia
1,2/20/2004,Dambulla,Sri Lanka,Australia
1,2/20/2004,Wellington,New Zealand,South Africa
1,2/20/2004,Wellington,New Zealand,South Africa
1,2/22/2004,Dambulla,Sri Lanka,Australia
1,2/22/2004,Dambulla,Sri Lanka,Australia
1,2/24/2004,Dunedin,New Zealand,South Africa
1,2/24/2004,Dunedin,New Zealand,South Africa
1,2/25/2004,Colombo (RPS),Sri Lanka,Australia
1,2/25/2004,Colombo (RPS),Sri Lanka,Australia
1,2/25/2004,Dunedin,New Zealand,South Africa
1,2/25/2004,Dunedin,New Zealand,South Africa
1,2/27/2004,Colombo (RPS),Sri Lanka,Australia
1,2/27/2004,Colombo (RPS),Sri Lanka,Australia
1,2/28/2004,Auckland,New Zealand,South Africa
1,2/28/2004,Auckland,New Zealand,South Africa
1,2/29/2004,Colombo (SSC),Sri Lanka,Australia
1,2/29/2004,Colombo (SSC),Sri Lanka,Australia
1,2/29/2004,Auckland,New Zealand,South Africa
1,2/29/2004,Auckland,New Zealand,South Africa
1,3/2/2004,Napier,New Zealand,South Africa
1,3/2/2004,Napier,New Zealand,South Africa
1,3/6/2004,Bulawayo,Zimbabwe,Bangladesh
1,3/6/2004,Bulawayo,Zimbabwe,Bangladesh
1,3/7/2004,Bulawayo,Zimbabwe,Bangladesh
1,3/7/2004,Bulawayo,Zimbabwe,Bangladesh
1,3/10/2004,Harare,Zimbabwe,Bangladesh
1,3/10/2004,Harare,Zimbabwe,Bangladesh
1,3/12/2004,Harare,Zimbabwe,Bangladesh
1,3/12/2004,Harare,Zimbabwe,Bangladesh
1,3/13/2004,Karachi,Pakistan,India
1,3/13/2004,Karachi,Pakistan,India
1,3/14/2004,Harare,Zimbabwe,Bangladesh
1,3/14/2004,Harare,Zimbabwe,Bangladesh
1,3/16/2004,Rawalpindi,Pakistan,India
1,3/16/2004,Rawalpindi,Pakistan,India
1,3/19/2004,Peshawar,Pakistan,India
1,3/19/2004,Peshawar,Pakistan,India
1,3/21/2004,Lahore,Pakistan,India
1,3/21/2004,Lahore,Pakistan,India
1,3/24/2004,Lahore,Pakistan,India
1,3/24/2004,Lahore,Pakistan,India
1,4/18/2004,Georgetown,West Indies,England
1,4/18/2004,Georgetown,West Indies,England
1,4/20/2004,Bulawayo,Zimbabwe,Sri Lanka
1,4/20/2004,Bulawayo,Zimbabwe,Sri Lanka
1,4/22/2004,Bulawayo,Zimbabwe,Sri Lanka
1,4/22/2004,Bulawayo,Zimbabwe,Sri Lanka
1,4/24/2004,Port of Spain,West Indies,England
1,4/24/2004,Port of Spain,West Indies,England
1,4/25/2004,Harare,Zimbabwe,Sri Lanka
1,4/25/2004,Harare,Zimbabwe,Sri Lanka
1,4/25/2004,Port of Spain,West Indies,England
1,4/25/2004,Port of Spain,West Indies,England
1,4/27/2004,Harare,Zimbabwe,Sri Lanka
1,4/27/2004,Harare,Zimbabwe,Sri Lanka
1,4/28/2004,St George's,West Indies,England
1,4/28/2004,St George's,West Indies,England
1,4/29/2004,Harare,Zimbabwe,Sri Lanka
1,4/29/2004,Harare,Zimbabwe,Sri Lanka
1,5/1/2004,Gros Islet,West Indies,England
1,5/1/2004,Gros Islet,West Indies,England
1,5/2/2004,Gros Islet,West Indies,England
1,5/2/2004,Gros Islet,West Indies,England
1,5/5/2004,Bridgetown,West Indies,England
1,5/5/2004,Bridgetown,West Indies,England
1,5/15/2004,Kingstown,West Indies,Bangladesh
1,5/15/2004,Kingstown,West Indies,Bangladesh
1,5/16/2004,Kingstown,West Indies,Bangladesh
1,5/16/2004,Kingstown,West Indies,Bangladesh
1,5/19/2004,St George's,West Indies,Bangladesh
1,5/19/2004,St George's,West Indies,Bangladesh
1,5/25/2004,Harare,Zimbabwe,Australia
1,5/25/2004,Harare,Zimbabwe,Australia
1,5/27/2004,Harare,Zimbabwe,Australia
1,5/27/2004,Harare,Zimbabwe,Australia
1,5/29/2004,Harare,Zimbabwe,Australia
1,5/29/2004,Harare,Zimbabwe,Australia
1,6/24/2004,Manchester,England,New Zealand
1,6/24/2004,Manchester,England,New Zealand
1,6/26/2004,Birmingham,New Zealand,West Indies
1,6/26/2004,Birmingham,New Zealand,West Indies
1,6/27/2004,Nottingham,England,West Indies
1,6/27/2004,Nottingham,England,West Indies
1,6/29/2004,Chester-le-Street,England,New Zealand
1,6/29/2004,Chester-le-Street,England,New Zealand
1,7/1/2004,Leeds,England,West Indies
1,7/1/2004,Leeds,England,West Indies
1,7/3/2004,Cardiff,New Zealand,West Indies
1,7/3/2004,Cardiff,New Zealand,West Indies
1,7/4/2004,Bristol,England,New Zealand
1,7/4/2004,Bristol,England,New Zealand
1,7/6/2004,Lord's,England,West Indies
1,7/6/2004,Lord's,England,West Indies
1,7/8/2004,Southampton,New Zealand,West Indies
1,7/8/2004,Southampton,New Zealand,West Indies
1,7/10/2004,Lord's,New Zealand,West Indies
1,7/10/2004,Lord's,New Zealand,West Indies
1,7/16/2004,Dambulla,India,U.A.E.
1,7/16/2004,Colombo (SSC),Bangladesh,Hong Kong
1,7/17/2004,Dambulla,Sri Lanka,U.A.E.
1,7/17/2004,Colombo (SSC),Bangladesh,Pakistan
1,7/17/2004,Colombo (SSC),Bangladesh,Pakistan
1,7/18/2004,Dambulla,Sri Lanka,India
1,7/18/2004,Dambulla,Sri Lanka,India
1,7/18/2004,Colombo (SSC),Hong Kong,Pakistan
1,7/21/2004,Colombo (RPS),Sri Lanka,Pakistan
1,7/21/2004,Colombo (RPS),Sri Lanka,Pakistan
1,7/21/2004,Colombo (SSC),Bangladesh,India
1,7/21/2004,Colombo (SSC),Bangladesh,India
1,7/23/2004,Colombo (RPS),Sri Lanka,Bangladesh
1,7/23/2004,Colombo (RPS),Sri Lanka,Bangladesh
1,7/25/2004,Colombo (RPS),India,Pakistan
1,7/25/2004,Colombo (RPS),India,Pakistan
1,7/27/2004,Colombo (RPS),Sri Lanka,India
1,7/27/2004,Colombo (RPS),Sri Lanka,India
1,7/29/2004,Colombo (RPS),Bangladesh,Pakistan
1,7/29/2004,Colombo (RPS),Bangladesh,Pakistan
1,8/1/2004,Colombo (RPS),Sri Lanka,India
1,8/1/2004,Colombo (RPS),Sri Lanka,India
1,8/20/2004,Colombo (RPS),Sri Lanka,South Africa
1,8/20/2004,Colombo (RPS),Sri Lanka,South Africa
1,8/21/2004,Amstelveen,India,Pakistan
1,8/21/2004,Amstelveen,India,Pakistan
1,8/22/2004,Colombo (RPS),Sri Lanka,South Africa
1,8/22/2004,Colombo (RPS),Sri Lanka,South Africa
1,8/23/2004,Amstelveen,Australia,India
1,8/23/2004,Amstelveen,Australia,India
1,8/25/2004,Dambulla,Sri Lanka,South Africa
1,8/25/2004,Dambulla,Sri Lanka,South Africa
1,8/25/2004,Amstelveen,Australia,Pakistan
1,8/25/2004,Amstelveen,Australia,Pakistan
1,8/28/2004,Dambulla,Sri Lanka,South Africa
1,8/28/2004,Dambulla,Sri Lanka,South Africa
1,8/28/2004,Amstelveen,Australia,Pakistan
1,8/28/2004,Amstelveen,Australia,Pakistan
1,8/31/2004,Colombo (SSC),Sri Lanka,South Africa
1,8/31/2004,Colombo (SSC),Sri Lanka,South Africa
1,9/1/2004,Nottingham,England,India
1,9/1/2004,Nottingham,England,India
1,9/3/2004,The Oval,England,India
1,9/3/2004,The Oval,England,India
1,9/4/2004,Lord's,Australia,Pakistan
1,9/4/2004,Lord's,Australia,Pakistan
1,9/5/2004,Lord's,England,India
1,9/5/2004,Lord's,England,India
1,9/10/2004,The Oval,New Zealand,U.S.A.
1,9/10/2004,Birmingham,England,Zimbabwe
1,9/10/2004,Birmingham,England,Zimbabwe
1,9/11/2004,Southampton,India,Kenya
1,9/11/2004,Southampton,India,Kenya
1,9/12/2004,Birmingham,Bangladesh,South Africa
1,9/12/2004,Birmingham,Bangladesh,South Africa
1,9/13/2004,Southampton,Australia,U.S.A.
1,9/14/2004,The Oval,Sri Lanka,Zimbabwe
1,9/14/2004,The Oval,Sri Lanka,Zimbabwe
1,9/14/2004,Birmingham,Kenya,Pakistan
1,9/14/2004,Birmingham,Kenya,Pakistan
1,9/15/2004,Southampton,Bangladesh,West Indies
1,9/15/2004,Southampton,Bangladesh,West Indies
1,9/16/2004,The Oval,Australia,New Zealand
1,9/16/2004,The Oval,Australia,New Zealand
1,9/17/2004,Southampton,England,Sri Lanka
1,9/17/2004,Southampton,England,Sri Lanka
1,9/18/2004,The Oval,South Africa,West Indies
1,9/18/2004,The Oval,South Africa,West Indies
1,9/19/2004,Birmingham,India,Pakistan
1,9/19/2004,Birmingham,India,Pakistan
1,9/21/2004,Birmingham,England,Australia
1,9/21/2004,Birmingham,England,Australia
1,9/22/2004,Southampton,Pakistan,West Indies
1,9/22/2004,Southampton,Pakistan,West Indies
1,9/25/2004,The Oval,England,West Indies
1,9/25/2004,The Oval,England,West Indies
1,9/30/2004,Multan,Pakistan,Zimbabwe
1,9/30/2004,Multan,Pakistan,Zimbabwe
1,10/3/2004,Peshawar,Pakistan,Zimbabwe
1,10/3/2004,Peshawar,Pakistan,Zimbabwe
1,10/6/2004,Karachi,Pakistan,Sri Lanka
1,10/6/2004,Karachi,Pakistan,Sri Lanka
1,10/9/2004,Rawalpindi,Sri Lanka,Zimbabwe
1,10/9/2004,Rawalpindi,Sri Lanka,Zimbabwe
1,10/11/2004,Rawalpindi,Sri Lanka,Zimbabwe
1,10/11/2004,Rawalpindi,Sri Lanka,Zimbabwe
1,10/14/2004,Lahore,Pakistan,Sri Lanka
1,10/14/2004,Lahore,Pakistan,Sri Lanka
1,10/16/2004,Lahore,Pakistan,Sri Lanka
1,10/16/2004,Lahore,Pakistan,Sri Lanka
1,11/2/2004,Chattogram,Bangladesh,New Zealand
1,11/2/2004,Chattogram,Bangladesh,New Zealand
1,11/5/2004,Dhaka,Bangladesh,New Zealand
1,11/5/2004,Dhaka,Bangladesh,New Zealand
1,11/7/2004,Dhaka,Bangladesh,New Zealand
1,11/7/2004,Dhaka,Bangladesh,New Zealand
1,11/13/2004,Kolkata,India,Pakistan
1,11/13/2004,Kolkata,India,Pakistan
1,11/28/2004,Harare,Zimbabwe,England
1,11/28/2004,Harare,Zimbabwe,England
1,12/1/2004,Harare,Zimbabwe,England
